fec.gov
title,Two Year Summary
description,2016 Operating Expenditures
timestamp,Sun Sep 18 19:27:51 GMT 2016
copyright,"Copyright 2012, Federal Election Commission."
cmte_id,C00580100
cmte_nm,DONALD J. TRUMP FOR PRESIDENT, INC.
"Payee Name","Purpose","City","State","Zip","Payment Date","Amount","Memo Code","Report Type","Report Year","Image Number","Transaction Code","Other Id","Candidate Id","Transaction PGI",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/22/2016","$378.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965194","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/22/2016","$427.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965194","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/22/2016","$469.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965194","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/22/2016","$691.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965195","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/22/2016","$691.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965195","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/22/2016","$836.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965195","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/22/2016","$1,890.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965196","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/23/2016","$299.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965196","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/23/2016","$314.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965196","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/23/2016","$397.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965197","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/23/2016","$496.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965197","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/23/2016","$560.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965197","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/23/2016","$573.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965198","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/23/2016","$598.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965198","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/23/2016","$619.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965198","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/23/2016","$633.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965199","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/23/2016","$637.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965199","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/23/2016","$793.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965199","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/23/2016","$800.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965200","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/23/2016","$1,158.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965200","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/23/2016","$1,321.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965200","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/24/2016","$279.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965201","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/24/2016","$437.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965201","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/24/2016","$439.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965201","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/24/2016","$442.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965202","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/24/2016","$473.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965202","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/24/2016","$793.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965202","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/24/2016","$891.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965203","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/24/2016","$1,378.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965203","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/24/2016","$3,236.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965203","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/24/2016","$5,389.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965204","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/25/2016","$237.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965204","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/25/2016","$269.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965204","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/25/2016","$334.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965205","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/25/2016","$420.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965205","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/25/2016","$484.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965205","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/25/2016","$489.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965206","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/26/2016","$259.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965206","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/26/2016","$304.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965206","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/26/2016","$421.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965207","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/26/2016","$444.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965207","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/26/2016","$444.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965207","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/26/2016","$1,149.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965208","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/26/2016","$1,149.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965208","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/26/2016","$1,272.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965208","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/27/2016","$301.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965209","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/27/2016","$450.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965209","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/27/2016","$521.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965209","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.455065]","DALLAS","TX","75240","02/27/2016","$1,783.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965210","","","","P",
"HOTELS.COM","TRAVEL: LODGING [CIEPIELOWSKI: SB23.514237]","DALLAS","TX","75240","02/04/2016","$278.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007578","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","02/28/2016","$221.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007579","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","02/28/2016","$287.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007579","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","02/28/2016","$750.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007579","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","02/29/2016","$249.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007580","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","02/29/2016","$394.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007580","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","02/29/2016","$482.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007580","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","02/29/2016","$730.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007581","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","02/29/2016","$938.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007581","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","02/29/2016","$3,592.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007581","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/01/2016","$202.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007582","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/01/2016","$269.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007582","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/01/2016","$301.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007582","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/01/2016","$326.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007583","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/01/2016","$385.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007583","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/01/2016","$456.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007583","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/01/2016","$469.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007584","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/01/2016","$470.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007584","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/01/2016","$625.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007584","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/01/2016","$1,287.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007585","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/01/2016","$2,924.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007585","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/01/2016","$8,370.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007585","","","","P",
"HOTELS.COM","REFUND: TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/02/2016","($1,534.00)","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007586","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/02/2016","$335.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007586","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/02/2016","$335.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007586","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/02/2016","$352.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007587","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/02/2016","$352.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007587","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/02/2016","$352.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007587","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/02/2016","$352.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007588","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/02/2016","$395.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007588","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/02/2016","$506.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007588","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/02/2016","$1,534.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007589","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/02/2016","$1,794.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007589","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/02/2016","$5,616.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007589","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/03/2016","$204.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007590","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/03/2016","$246.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007590","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/03/2016","$334.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007590","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/03/2016","$643.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007591","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/03/2016","$643.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007591","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/04/2016","$245.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007591","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/04/2016","$290.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007592","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/04/2016","$312.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007592","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/04/2016","$691.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007592","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/04/2016","$1,297.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007593","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/04/2016","$1,888.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007593","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/05/2016","$321.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007593","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/05/2016","$470.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007594","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/05/2016","$498.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007594","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/05/2016","$1,019.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007594","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/05/2016","$1,287.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007595","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/05/2016","$2,310.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007595","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/05/2016","$2,773.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007595","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/06/2016","$449.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007596","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/06/2016","$1,053.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007596","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/06/2016","$1,339.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007596","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/06/2016","$1,400.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007597","","","","P",
"HOTELS.COM","REFUND: TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/07/2016","($303.00)","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007597","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/07/2016","$212.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007597","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/07/2016","$246.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007598","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/07/2016","$258.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007598","","","","P",
"HOTELS.COM","TRAVEL: LODGING [AMEX: SB23.513914]","DALLAS","TX","75240","03/07/2016","$330.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007598","","","","P",
